full_name,step_index,step_type,tool,tool_display,round_index,params_json,ancestor_design_id,notes,workflow
mythos_preview_single_target_trem2_rank16,6,selection,selected_for_order,Selected for synthesis (rank 16 in Mythos Preview single-target TREM2),,{'rank': 16},lin_471a09e204,,mythos_preview_single
mythos_preview_single_target_trem2_rank17,0,backbone_generation,proteina,Proteina-Complexa,,"{'generator': 'Proteina-Complexa', 'class': 'flow/other', 'root_backbone_id': 'bb_abb99afe20'}",bb_abb99afe20,,mythos_preview_single
mythos_preview_single_target_trem2_rank17,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_abb99afe20,,mythos_preview_single
mythos_preview_single_target_trem2_rank17,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.894456, 'sc_DockQ': 0.918602}",bb_abb99afe20,,mythos_preview_single
mythos_preview_single_target_trem2_rank17,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.8944562266234312, 'sc_DockQ_ptxv2': 0.9107, 'selection_relaxation_step': None}",lin_ab971330a1,,mythos_preview_single
mythos_preview_single_target_trem2_rank17,4,selection,selected_for_order,Selected for synthesis (rank 17 in Mythos Preview single-target TREM2),,{'rank': 17},lin_ab971330a1,,mythos_preview_single
mythos_preview_single_target_trem2_rank18,0,backbone_generation,rfdiffusion3,RFdiffusion3,,"{'generator': 'RFdiffusion3', 'class': 'diffusion', 'root_backbone_id': 'bb_19e78e70ae'}",bb_19e78e70ae,,mythos_preview_single
mythos_preview_single_target_trem2_rank18,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_19e78e70ae,,mythos_preview_single
mythos_preview_single_target_trem2_rank18,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.892273, 'sc_DockQ': 0.915416}",bb_19e78e70ae,,mythos_preview_single
mythos_preview_single_target_trem2_rank18,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.906283661534912, 'sc_DockQ_ptxv2': 0.9348, 'selection_relaxation_step': None}",lin_bcbdc17d34,,mythos_preview_single
mythos_preview_single_target_trem2_rank18,4,selection,selected_for_order,Selected for synthesis (rank 18 in Mythos Preview single-target TREM2),,{'rank': 18},lin_bcbdc17d34,,mythos_preview_single
mythos_preview_single_target_trem2_rank19,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_5aae4c6c7a'}",bb_5aae4c6c7a,,mythos_preview_single
mythos_preview_single_target_trem2_rank19,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_5aae4c6c7a,,mythos_preview_single
mythos_preview_single_target_trem2_rank19,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.46028, 'sc_DockQ': 0.760117}",bb_5aae4c6c7a,,mythos_preview_single
mythos_preview_single_target_trem2_rank19,3,optimization,mpnn_resample,Multi-seed SolubleMPNN resample + refold,1.0,"{'round': 1, 'strategy': 'mpnn_resample'}",lin_1729690942,,mythos_preview_single
mythos_preview_single_target_trem2_rank19,4,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.732849, 'sc_DockQ': 0.697113}",lin_1729690942,,mythos_preview_single
mythos_preview_single_target_trem2_rank19,5,optimization,mpnn_resample,Multi-seed SolubleMPNN resample + refold,2.0,"{'round': 2, 'strategy': 'mpnn_resample'}",lin_1c12f533c3,,mythos_preview_single
mythos_preview_single_target_trem2_rank19,6,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,{'instrument': 'ptxv2'},lin_1c12f533c3,,mythos_preview_single
mythos_preview_single_target_trem2_rank19,7,optimization,mpnn_resample,Multi-seed SolubleMPNN resample + refold,3.0,"{'round': 3, 'strategy': 'mpnn_resample'}",lin_820fd6b801,,mythos_preview_single
mythos_preview_single_target_trem2_rank19,8,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.773011, 'sc_DockQ': 0.723206}",lin_820fd6b801,,mythos_preview_single
mythos_preview_single_target_trem2_rank19,9,optimization,mpnn_resample,Multi-seed SolubleMPNN resample + refold,4.0,"{'round': 4, 'strategy': 'mpnn_resample'}",lin_8b406b7c90,,mythos_preview_single
mythos_preview_single_target_trem2_rank19,10,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,{'instrument': 'ptxv2'},lin_8b406b7c90,,mythos_preview_single
mythos_preview_single_target_trem2_rank19,11,optimization,mpnn_resample,Multi-seed SolubleMPNN resample + refold,5.0,"{'round': 5, 'strategy': 'mpnn_resample'}",lin_afc43392ab,,mythos_preview_single
mythos_preview_single_target_trem2_rank19,12,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.786782, 'sc_DockQ': 0.702848}",lin_afc43392ab,,mythos_preview_single
mythos_preview_single_target_trem2_rank19,13,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.90813572444369, 'sc_DockQ_ptxv2': 0.7485, 'selection_relaxation_step': None}",lin_c31925046a,,mythos_preview_single
mythos_preview_single_target_trem2_rank19,14,selection,selected_for_order,Selected for synthesis (rank 19 in Mythos Preview single-target TREM2),,{'rank': 19},lin_c31925046a,,mythos_preview_single
mythos_preview_single_target_trem2_rank20,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_6aa6317478'}",bb_6aa6317478,,mythos_preview_single
mythos_preview_single_target_trem2_rank20,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_6aa6317478,,mythos_preview_single
mythos_preview_single_target_trem2_rank20,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.86216, 'sc_DockQ': 0.850723}",bb_6aa6317478,,mythos_preview_single
mythos_preview_single_target_trem2_rank20,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.8621604785065146, 'sc_DockQ_ptxv2': 0.8389, 'selection_relaxation_step': None}",lin_924efe71f8,,mythos_preview_single
mythos_preview_single_target_trem2_rank20,4,selection,selected_for_order,Selected for synthesis (rank 20 in Mythos Preview single-target TREM2),,{'rank': 20},lin_924efe71f8,,mythos_preview_single
mythos_preview_single_target_trem2_rank21,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_94c3f7d23c'}",bb_94c3f7d23c,,mythos_preview_single
mythos_preview_single_target_trem2_rank21,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_94c3f7d23c,,mythos_preview_single
mythos_preview_single_target_trem2_rank21,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.581815, 'sc_DockQ': 0.836675}",bb_94c3f7d23c,,mythos_preview_single
mythos_preview_single_target_trem2_rank21,3,optimization,mpnn_resample,Multi-seed SolubleMPNN resample + refold,1.0,"{'round': 1, 'strategy': 'mpnn_resample'}",lin_8238b36c09,,mythos_preview_single
mythos_preview_single_target_trem2_rank21,4,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.719955, 'sc_DockQ': 0.694023}",lin_8238b36c09,,mythos_preview_single
mythos_preview_single_target_trem2_rank21,5,optimization,mpnn_resample,Multi-seed SolubleMPNN resample + refold,2.0,"{'round': 2, 'strategy': 'mpnn_resample'}",lin_51dc8b4b10,,mythos_preview_single
mythos_preview_single_target_trem2_rank21,6,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.746331, 'sc_DockQ': 0.709752}",lin_51dc8b4b10,,mythos_preview_single
mythos_preview_single_target_trem2_rank21,7,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.8990417475352394, 'sc_DockQ_ptxv2': 0.7901, 'selection_relaxation_step': None}",lin_099b285618,,mythos_preview_single
mythos_preview_single_target_trem2_rank21,8,selection,selected_for_order,Selected for synthesis (rank 21 in Mythos Preview single-target TREM2),,{'rank': 21},lin_099b285618,,mythos_preview_single
mythos_preview_single_target_trem2_rank22,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_d2c8ac3283'}",bb_d2c8ac3283,,mythos_preview_single
mythos_preview_single_target_trem2_rank22,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_d2c8ac3283,,mythos_preview_single
mythos_preview_single_target_trem2_rank22,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.541292, 'sc_DockQ': 0.774143}",bb_d2c8ac3283,,mythos_preview_single
mythos_preview_single_target_trem2_rank22,3,optimization,mpnn_resample,Multi-seed SolubleMPNN resample + refold,1.0,"{'round': 1, 'strategy': 'mpnn_resample'}",lin_839ce7949a,,mythos_preview_single
mythos_preview_single_target_trem2_rank22,4,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.685139, 'sc_DockQ': 0.714598}",lin_839ce7949a,,mythos_preview_single
mythos_preview_single_target_trem2_rank22,5,optimization,mpnn_resample,Multi-seed SolubleMPNN resample + refold,2.0,"{'round': 2, 'strategy': 'mpnn_resample'}",lin_1ff54fe0b8,,mythos_preview_single
mythos_preview_single_target_trem2_rank22,6,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.716377, 'sc_DockQ': 0.712596}",lin_1ff54fe0b8,,mythos_preview_single
mythos_preview_single_target_trem2_rank22,7,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.869742796467486, 'sc_DockQ_ptxv2': 0.75, 'selection_relaxation_step': None}",lin_8c97040ca6,,mythos_preview_single
mythos_preview_single_target_trem2_rank22,8,selection,selected_for_order,Selected for synthesis (rank 22 in Mythos Preview single-target TREM2),,{'rank': 22},lin_8c97040ca6,,mythos_preview_single
mythos_preview_single_target_trem2_rank23,0,backbone_generation,rfdiffusion3,RFdiffusion3,,"{'generator': 'RFdiffusion3', 'class': 'diffusion', 'root_backbone_id': 'bb_3b3af54d2c'}",bb_3b3af54d2c,,mythos_preview_single
mythos_preview_single_target_trem2_rank23,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_3b3af54d2c,,mythos_preview_single
mythos_preview_single_target_trem2_rank23,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.663812, 'sc_DockQ': 0.864578}",bb_3b3af54d2c,,mythos_preview_single
mythos_preview_single_target_trem2_rank23,3,optimization,mutagenesis,Point-mutation scan + refold,1.0,"{'round': 1, 'strategy': 'mutagenesis'}",lin_c5607bb2b0,,mythos_preview_single
mythos_preview_single_target_trem2_rank23,4,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.630873, 'sc_DockQ': 0.85346}",lin_c5607bb2b0,,mythos_preview_single
mythos_preview_single_target_trem2_rank23,5,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.8440945204001132, 'sc_DockQ_ptxv2': 0.8711, 'selection_relaxation_step': None}",lin_0da29c8f9d,,mythos_preview_single
mythos_preview_single_target_trem2_rank23,6,selection,selected_for_order,Selected for synthesis (rank 23 in Mythos Preview single-target TREM2),,{'rank': 23},lin_0da29c8f9d,,mythos_preview_single
mythos_preview_single_target_trem2_rank24,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_e82b4c4d28'}",bb_e82b4c4d28,,mythos_preview_single
mythos_preview_single_target_trem2_rank24,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_e82b4c4d28,,mythos_preview_single
mythos_preview_single_target_trem2_rank24,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.657922, 'sc_DockQ': 0.691421}",bb_e82b4c4d28,,mythos_preview_single
mythos_preview_single_target_trem2_rank24,3,optimization,mutagenesis,Point-mutation scan + refold,1.0,"{'round': 1, 'strategy': 'mutagenesis'}",lin_ac3abca5f9,,mythos_preview_single
mythos_preview_single_target_trem2_rank24,4,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.686917, 'sc_DockQ': 0.725478}",lin_ac3abca5f9,,mythos_preview_single
mythos_preview_single_target_trem2_rank24,5,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.8545406155695846, 'sc_DockQ_ptxv2': 0.6694, 'selection_relaxation_step': None}",lin_61d324cd34,,mythos_preview_single
mythos_preview_single_target_trem2_rank24,6,selection,selected_for_order,Selected for synthesis (rank 24 in Mythos Preview single-target TREM2),,{'rank': 24},lin_61d324cd34,,mythos_preview_single
mythos_preview_single_target_trem2_rank25,0,backbone_generation,freebindcraft,FreeBindCraft (BindCraft),,"{'generator': 'FreeBindCraft (BindCraft)', 'class': 'hallucination/AF2-based', 'root_backbone_id': 'bb_cf7865519a'}",bb_cf7865519a,,mythos_preview_single
mythos_preview_single_target_trem2_rank25,1,sequence_design,native_co_design,designed jointly by the structure model (native co-design),,{},bb_cf7865519a,,mythos_preview_single
mythos_preview_single_target_trem2_rank25,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.842541, 'sc_DockQ': 0.867332}",bb_cf7865519a,,mythos_preview_single
mythos_preview_single_target_trem2_rank25,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.8426842935918668, 'sc_DockQ_ptxv2': 0.9365, 'selection_relaxation_step': None}",lin_0c1dfe7f1b,,mythos_preview_single
mythos_preview_single_target_trem2_rank25,4,selection,selected_for_order,Selected for synthesis (rank 25 in Mythos Preview single-target TREM2),,{'rank': 25},lin_0c1dfe7f1b,,mythos_preview_single
mythos_preview_single_target_trem2_rank26,0,backbone_generation,freebindcraft,FreeBindCraft (BindCraft),,"{'generator': 'FreeBindCraft (BindCraft)', 'class': 'hallucination/AF2-based', 'root_backbone_id': 'bb_75ae16884d'}",bb_75ae16884d,,mythos_preview_single
mythos_preview_single_target_trem2_rank26,1,sequence_design,native_co_design,designed jointly by the structure model (native co-design),,{},bb_75ae16884d,,mythos_preview_single
mythos_preview_single_target_trem2_rank26,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.812875, 'sc_DockQ': 0.849999}",bb_75ae16884d,,mythos_preview_single
mythos_preview_single_target_trem2_rank26,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.8128747135081609, 'sc_DockQ_ptxv2': 0.9244, 'selection_relaxation_step': None}",lin_22e1b1824c,,mythos_preview_single
mythos_preview_single_target_trem2_rank26,4,selection,selected_for_order,Selected for synthesis (rank 26 in Mythos Preview single-target TREM2),,{'rank': 26},lin_22e1b1824c,,mythos_preview_single
mythos_preview_single_target_trem2_rank27,0,backbone_generation,freebindcraft,FreeBindCraft (BindCraft),,"{'generator': 'FreeBindCraft (BindCraft)', 'class': 'hallucination/AF2-based', 'root_backbone_id': 'bb_a34f78af56'}",bb_a34f78af56,,mythos_preview_single
mythos_preview_single_target_trem2_rank27,1,sequence_design,native_co_design,designed jointly by the structure model (native co-design),,{},bb_a34f78af56,,mythos_preview_single
mythos_preview_single_target_trem2_rank27,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.831202, 'sc_DockQ': 0.763179}",bb_a34f78af56,,mythos_preview_single
mythos_preview_single_target_trem2_rank27,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.8315044557641957, 'sc_DockQ_ptxv2': 0.9231, 'selection_relaxation_step': None}",lin_0bdf7acde7,,mythos_preview_single
mythos_preview_single_target_trem2_rank27,4,selection,selected_for_order,Selected for synthesis (rank 27 in Mythos Preview single-target TREM2),,{'rank': 27},lin_0bdf7acde7,,mythos_preview_single
mythos_preview_single_target_trem2_rank28,0,backbone_generation,freebindcraft,FreeBindCraft (BindCraft),,"{'generator': 'FreeBindCraft (BindCraft)', 'class': 'hallucination/AF2-based', 'root_backbone_id': 'bb_d58724b883'}",bb_d58724b883,,mythos_preview_single
mythos_preview_single_target_trem2_rank28,1,sequence_design,native_co_design,designed jointly by the structure model (native co-design),,{},bb_d58724b883,,mythos_preview_single
mythos_preview_single_target_trem2_rank28,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.614151, 'sc_DockQ': 0.310469}",bb_d58724b883,,mythos_preview_single
mythos_preview_single_target_trem2_rank28,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.7634373999612777, 'sc_DockQ_ptxv2': 0.3913, 'selection_relaxation_step': None}",lin_987b42f25b,,mythos_preview_single
mythos_preview_single_target_trem2_rank28,4,selection,selected_for_order,Selected for synthesis (rank 28 in Mythos Preview single-target TREM2),,{'rank': 28},lin_987b42f25b,,mythos_preview_single
mythos_preview_single_target_trem2_rank29,0,backbone_generation,freebindcraft,FreeBindCraft (BindCraft),,"{'generator': 'FreeBindCraft (BindCraft)', 'class': 'hallucination/AF2-based', 'root_backbone_id': 'bb_f84465c546'}",bb_f84465c546,,mythos_preview_single
mythos_preview_single_target_trem2_rank29,1,sequence_design,native_co_design,designed jointly by the structure model (native co-design),,{},bb_f84465c546,,mythos_preview_single
mythos_preview_single_target_trem2_rank29,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.70311, 'sc_DockQ': 0.44522}",bb_f84465c546,,mythos_preview_single
mythos_preview_single_target_trem2_rank29,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.7037323401895511, 'sc_DockQ_ptxv2': 0.499, 'selection_relaxation_step': None}",lin_a1675c2c4b,,mythos_preview_single
mythos_preview_single_target_trem2_rank29,4,selection,selected_for_order,Selected for synthesis (rank 29 in Mythos Preview single-target TREM2),,{'rank': 29},lin_a1675c2c4b,,mythos_preview_single
mythos_preview_single_target_trem2_rank30,0,backbone_generation,freebindcraft,FreeBindCraft (BindCraft),,"{'generator': 'FreeBindCraft (BindCraft)', 'class': 'hallucination/AF2-based', 'root_backbone_id': 'bb_e27aa77f2d'}",bb_e27aa77f2d,,mythos_preview_single
mythos_preview_single_target_trem2_rank30,1,sequence_design,native_co_design,designed jointly by the structure model (native co-design),,{},bb_e27aa77f2d,,mythos_preview_single
mythos_preview_single_target_trem2_rank30,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.543059, 'sc_DockQ': 0.743499}",bb_e27aa77f2d,,mythos_preview_single
mythos_preview_single_target_trem2_rank30,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': ['ptxv2', 'ef2full', 'ef2fast'], 'ipSAE_ptxv2': 0.5764369032982936, 'sc_DockQ_ptxv2': 0.878, 'selection_relaxation_step': None}",lin_f55ac09612,,mythos_preview_single
mythos_preview_single_target_trem2_rank30,4,selection,selected_for_order,Selected for synthesis (rank 30 in Mythos Preview single-target TREM2),,{'rank': 30},lin_f55ac09612,,mythos_preview_single
opus_4_8_multi_target_trem2_rank01,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_76a18a3d09'}",bb_76a18a3d09,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank01,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_76a18a3d09,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank01,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.919349, 'sc_DockQ': 0.955733}",bb_76a18a3d09,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank01,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.9193493588165776, 'sc_DockQ_ptxv2': 0.9557330083867064, 'selection_relaxation_step': None}",lin_efde29098d,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank01,4,selection,selected_for_order,Selected for synthesis (rank 1 in Opus 4.8 multi-target TREM2),,{'rank': 1},lin_efde29098d,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank02,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_3937d9a175'}",bb_3937d9a175,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank02,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_3937d9a175,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank02,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.897133, 'sc_DockQ': 0.946569}",bb_3937d9a175,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank02,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8971330983999596, 'sc_DockQ_ptxv2': 0.9465692724886906, 'selection_relaxation_step': None}",lin_b33cf1c1ba,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank02,4,selection,selected_for_order,Selected for synthesis (rank 2 in Opus 4.8 multi-target TREM2),,{'rank': 2},lin_b33cf1c1ba,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank03,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_76a18a3d09'}",bb_76a18a3d09,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank03,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_76a18a3d09,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank03,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.913376, 'sc_DockQ': 0.931676}",bb_76a18a3d09,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank03,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.9133755632484784, 'sc_DockQ_ptxv2': 0.931675591593702, 'selection_relaxation_step': None}",lin_d132183d1e,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank03,4,selection,selected_for_order,Selected for synthesis (rank 3 in Opus 4.8 multi-target TREM2),,{'rank': 3},lin_d132183d1e,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank04,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_89819380d9'}",bb_89819380d9,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank04,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_89819380d9,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank04,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.895481, 'sc_DockQ': 0.8254}",bb_89819380d9,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank04,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8954813812517626, 'sc_DockQ_ptxv2': 0.8253996664802123, 'selection_relaxation_step': None}",lin_a643718e13,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank04,4,selection,selected_for_order,Selected for synthesis (rank 4 in Opus 4.8 multi-target TREM2),,{'rank': 4},lin_a643718e13,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank05,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_cb73571d64'}",bb_cb73571d64,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank05,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_cb73571d64,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank05,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.903442, 'sc_DockQ': 0.91406}",bb_cb73571d64,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank05,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.9034419587990038, 'sc_DockQ_ptxv2': 0.9140598485856948, 'selection_relaxation_step': None}",lin_5380cb8baf,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank05,4,selection,selected_for_order,Selected for synthesis (rank 5 in Opus 4.8 multi-target TREM2),,{'rank': 5},lin_5380cb8baf,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank06,0,backbone_generation,genie3,Genie3,,"{'generator': 'Genie3', 'class': 'diffusion', 'root_backbone_id': 'bb_f9bf263ab0'}",bb_f9bf263ab0,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank06,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_f9bf263ab0,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank06,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.881404, 'sc_DockQ': 0.747434}",bb_f9bf263ab0,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank06,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8814038996602018, 'sc_DockQ_ptxv2': 0.7474344751645688, 'selection_relaxation_step': None}",lin_a30252d575,,opus_4_8_multi
