full_name,step_index,step_type,tool,tool_display,round_index,params_json,ancestor_design_id,notes,workflow
opus_4_8_multi_target_trem2_rank06,4,selection,selected_for_order,Selected for synthesis (rank 6 in Opus 4.8 multi-target TREM2),,{'rank': 6},lin_a30252d575,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank07,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_84e6df951a'}",bb_84e6df951a,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank07,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_84e6df951a,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank07,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.885911, 'sc_DockQ': 0.103023}",bb_84e6df951a,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank07,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.885910526329011, 'sc_DockQ_ptxv2': 0.1030229911390274, 'selection_relaxation_step': None}",lin_21fbc4aed1,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank07,4,selection,selected_for_order,Selected for synthesis (rank 7 in Opus 4.8 multi-target TREM2),,{'rank': 7},lin_21fbc4aed1,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank08,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_cb73571d64'}",bb_cb73571d64,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank08,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_cb73571d64,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank08,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.891828, 'sc_DockQ': 0.098518}",bb_cb73571d64,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank08,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8918275658513631, 'sc_DockQ_ptxv2': 0.0985177872734248, 'selection_relaxation_step': None}",lin_11792d01c8,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank08,4,selection,selected_for_order,Selected for synthesis (rank 8 in Opus 4.8 multi-target TREM2),,{'rank': 8},lin_11792d01c8,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank09,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_2be5c20411'}",bb_2be5c20411,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank09,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_2be5c20411,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank09,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.88866, 'sc_DockQ': 0.939987}",bb_2be5c20411,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank09,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8886602544634385, 'sc_DockQ_ptxv2': 0.939986619297585, 'selection_relaxation_step': None}",lin_93678e44ba,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank09,4,selection,selected_for_order,Selected for synthesis (rank 9 in Opus 4.8 multi-target TREM2),,{'rank': 9},lin_93678e44ba,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank10,0,backbone_generation,genie3,Genie3,,"{'generator': 'Genie3', 'class': 'diffusion', 'root_backbone_id': 'bb_f9bf263ab0'}",bb_f9bf263ab0,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank10,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_f9bf263ab0,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank10,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.874316, 'sc_DockQ': 0.919978}",bb_f9bf263ab0,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank10,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8743162933064971, 'sc_DockQ_ptxv2': 0.91997780491398, 'selection_relaxation_step': None}",lin_ef13597318,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank10,4,selection,selected_for_order,Selected for synthesis (rank 10 in Opus 4.8 multi-target TREM2),,{'rank': 10},lin_ef13597318,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank11,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_84e6df951a'}",bb_84e6df951a,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank11,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_84e6df951a,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank11,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.853942, 'sc_DockQ': 0.964303}",bb_84e6df951a,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank11,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8539418334691276, 'sc_DockQ_ptxv2': 0.9643031153555758, 'selection_relaxation_step': None}",lin_bdf8885792,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank11,4,selection,selected_for_order,Selected for synthesis (rank 11 in Opus 4.8 multi-target TREM2),,{'rank': 11},lin_bdf8885792,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank12,0,backbone_generation,genie3,Genie3,,"{'generator': 'Genie3', 'class': 'diffusion', 'root_backbone_id': 'bb_dba1a1bfe3'}",bb_dba1a1bfe3,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank12,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_dba1a1bfe3,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank12,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.867098, 'sc_DockQ': 0.862566}",bb_dba1a1bfe3,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank12,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8670983690515965, 'sc_DockQ_ptxv2': 0.8625660568450826, 'selection_relaxation_step': None}",lin_acbbec0591,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank12,4,selection,selected_for_order,Selected for synthesis (rank 12 in Opus 4.8 multi-target TREM2),,{'rank': 12},lin_acbbec0591,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank13,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_89819380d9'}",bb_89819380d9,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank13,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_89819380d9,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank13,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.850258, 'sc_DockQ': 0.974318}",bb_89819380d9,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank13,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8502576665722618, 'sc_DockQ_ptxv2': 0.9743178501093278, 'selection_relaxation_step': None}",lin_7f0f9b8181,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank13,4,selection,selected_for_order,Selected for synthesis (rank 13 in Opus 4.8 multi-target TREM2),,{'rank': 13},lin_7f0f9b8181,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank14,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_2be5c20411'}",bb_2be5c20411,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank14,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_2be5c20411,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank14,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.869167, 'sc_DockQ': 0.94513}",bb_2be5c20411,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank14,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8691666828581079, 'sc_DockQ_ptxv2': 0.9451302836381896, 'selection_relaxation_step': None}",lin_7facc388d6,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank14,4,selection,selected_for_order,Selected for synthesis (rank 14 in Opus 4.8 multi-target TREM2),,{'rank': 14},lin_7facc388d6,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank15,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_3937d9a175'}",bb_3937d9a175,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank15,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_3937d9a175,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank15,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.868817, 'sc_DockQ': 0.951403}",bb_3937d9a175,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank15,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.868817296520614, 'sc_DockQ_ptxv2': 0.9514029300574092, 'selection_relaxation_step': None}",lin_802c39b7ce,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank15,4,selection,selected_for_order,Selected for synthesis (rank 15 in Opus 4.8 multi-target TREM2),,{'rank': 15},lin_802c39b7ce,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank16,0,backbone_generation,rfdiffusion3,RFdiffusion3,,"{'generator': 'RFdiffusion3', 'class': 'diffusion', 'root_backbone_id': 'bb_a651b8453b'}",bb_a651b8453b,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank16,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_a651b8453b,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank16,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.878432, 'sc_DockQ': 0.943271}",bb_a651b8453b,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank16,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8784322057483875, 'sc_DockQ_ptxv2': 0.9432706746101543, 'selection_relaxation_step': None}",lin_64f742f895,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank16,4,selection,selected_for_order,Selected for synthesis (rank 16 in Opus 4.8 multi-target TREM2),,{'rank': 16},lin_64f742f895,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank17,0,backbone_generation,genie3,Genie3,,"{'generator': 'Genie3', 'class': 'diffusion', 'root_backbone_id': 'bb_dba1a1bfe3'}",bb_dba1a1bfe3,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank17,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_dba1a1bfe3,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank17,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.864325, 'sc_DockQ': 0.926805}",bb_dba1a1bfe3,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank17,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8643247038831299, 'sc_DockQ_ptxv2': 0.926805122121792, 'selection_relaxation_step': None}",lin_5e15d1d376,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank17,4,selection,selected_for_order,Selected for synthesis (rank 17 in Opus 4.8 multi-target TREM2),,{'rank': 17},lin_5e15d1d376,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank18,0,backbone_generation,genie3,Genie3,,"{'generator': 'Genie3', 'class': 'diffusion', 'root_backbone_id': 'bb_07594eb5cb'}",bb_07594eb5cb,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank18,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_07594eb5cb,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank18,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.863811, 'sc_DockQ': 0.801457}",bb_07594eb5cb,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank18,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8638105373954893, 'sc_DockQ_ptxv2': 0.8014569383072961, 'selection_relaxation_step': None}",lin_bcbfa32d35,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank18,4,selection,selected_for_order,Selected for synthesis (rank 18 in Opus 4.8 multi-target TREM2),,{'rank': 18},lin_bcbfa32d35,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank19,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_a42e8fc9a7'}",bb_a42e8fc9a7,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank19,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_a42e8fc9a7,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank19,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.888507, 'sc_DockQ': 0.732484}",bb_a42e8fc9a7,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank19,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8885066906716593, 'sc_DockQ_ptxv2': 0.7324843296959278, 'selection_relaxation_step': None}",lin_1cf84b4104,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank19,4,selection,selected_for_order,Selected for synthesis (rank 19 in Opus 4.8 multi-target TREM2),,{'rank': 19},lin_1cf84b4104,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank20,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_f12911933a'}",bb_f12911933a,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank20,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_f12911933a,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank20,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.898458, 'sc_DockQ': 0.570945}",bb_f12911933a,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank20,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8984577726418802, 'sc_DockQ_ptxv2': 0.5709445351933784, 'selection_relaxation_step': None}",lin_8396b6330a,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank20,4,selection,selected_for_order,Selected for synthesis (rank 20 in Opus 4.8 multi-target TREM2),,{'rank': 20},lin_8396b6330a,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank21,0,backbone_generation,genie3,Genie3,,"{'generator': 'Genie3', 'class': 'diffusion', 'root_backbone_id': 'bb_07594eb5cb'}",bb_07594eb5cb,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank21,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_07594eb5cb,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank21,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.851331, 'sc_DockQ': 0.833306}",bb_07594eb5cb,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank21,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8513309638431484, 'sc_DockQ_ptxv2': 0.8333055560996608, 'selection_relaxation_step': None}",lin_35d4b290b5,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank21,4,selection,selected_for_order,Selected for synthesis (rank 21 in Opus 4.8 multi-target TREM2),,{'rank': 21},lin_35d4b290b5,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank22,0,backbone_generation,genie3,Genie3,,"{'generator': 'Genie3', 'class': 'diffusion', 'root_backbone_id': 'bb_58d3ed5e56'}",bb_58d3ed5e56,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank22,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_58d3ed5e56,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank22,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.861742, 'sc_DockQ': 0.964896}",bb_58d3ed5e56,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank22,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8617421168541811, 'sc_DockQ_ptxv2': 0.9648956418375731, 'selection_relaxation_step': None}",lin_6cb30dfa8f,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank22,4,selection,selected_for_order,Selected for synthesis (rank 22 in Opus 4.8 multi-target TREM2),,{'rank': 22},lin_6cb30dfa8f,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank23,0,backbone_generation,rfdiffusion3,RFdiffusion3,,"{'generator': 'RFdiffusion3', 'class': 'diffusion', 'root_backbone_id': 'bb_a651b8453b'}",bb_a651b8453b,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank23,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_a651b8453b,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank23,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.853861, 'sc_DockQ': 0.959755}",bb_a651b8453b,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank23,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8538605561824021, 'sc_DockQ_ptxv2': 0.9597545957570224, 'selection_relaxation_step': None}",lin_ae28c5b7e9,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank23,4,selection,selected_for_order,Selected for synthesis (rank 23 in Opus 4.8 multi-target TREM2),,{'rank': 23},lin_ae28c5b7e9,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank24,0,backbone_generation,pxdesign,PXDesign,,"{'generator': 'PXDesign', 'class': 'diffusion', 'root_backbone_id': 'bb_e0c4577299'}",bb_e0c4577299,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank24,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_e0c4577299,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank24,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.882454, 'sc_DockQ': 0.852589}",bb_e0c4577299,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank24,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8824536132835226, 'sc_DockQ_ptxv2': 0.8525887554848303, 'selection_relaxation_step': None}",lin_9d60b13b7a,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank24,4,selection,selected_for_order,Selected for synthesis (rank 24 in Opus 4.8 multi-target TREM2),,{'rank': 24},lin_9d60b13b7a,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank25,0,backbone_generation,genie3,Genie3,,"{'generator': 'Genie3', 'class': 'diffusion', 'root_backbone_id': 'bb_481d8cc06a'}",bb_481d8cc06a,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank25,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_481d8cc06a,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank25,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.89665, 'sc_DockQ': 0.950994}",bb_481d8cc06a,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank25,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8966503769324923, 'sc_DockQ_ptxv2': 0.950994066390526, 'selection_relaxation_step': None}",lin_c106d752f6,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank25,4,selection,selected_for_order,Selected for synthesis (rank 25 in Opus 4.8 multi-target TREM2),,{'rank': 25},lin_c106d752f6,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank26,0,backbone_generation,genie3,Genie3,,"{'generator': 'Genie3', 'class': 'diffusion', 'root_backbone_id': 'bb_58d3ed5e56'}",bb_58d3ed5e56,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank26,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_58d3ed5e56,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank26,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.839198, 'sc_DockQ': 0.927439}",bb_58d3ed5e56,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank26,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8391980545381409, 'sc_DockQ_ptxv2': 0.9274385450215398, 'selection_relaxation_step': None}",lin_b3b4908707,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank26,4,selection,selected_for_order,Selected for synthesis (rank 26 in Opus 4.8 multi-target TREM2),,{'rank': 26},lin_b3b4908707,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank27,0,backbone_generation,rfdiffusion3,RFdiffusion3,,"{'generator': 'RFdiffusion3', 'class': 'diffusion', 'root_backbone_id': 'bb_ffd34760cb'}",bb_ffd34760cb,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank27,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_ffd34760cb,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank27,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.854168, 'sc_DockQ': 0.676871}",bb_ffd34760cb,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank27,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8541679039051985, 'sc_DockQ_ptxv2': 0.6768706721468734, 'selection_relaxation_step': 'novelty_rule_relaxed'}",lin_59f21ec1da,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank27,4,selection,selected_for_order,Selected for synthesis (rank 27 in Opus 4.8 multi-target TREM2),,{'rank': 27},lin_59f21ec1da,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank28,0,backbone_generation,genie3,Genie3,,"{'generator': 'Genie3', 'class': 'diffusion', 'root_backbone_id': 'bb_68c192fd00'}",bb_68c192fd00,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank28,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_68c192fd00,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank28,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.785511, 'sc_DockQ': 0.944402}",bb_68c192fd00,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank28,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.785511233782187, 'sc_DockQ_ptxv2': 0.944402322242921, 'selection_relaxation_step': None}",lin_0ea24a3e52,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank28,4,selection,selected_for_order,Selected for synthesis (rank 28 in Opus 4.8 multi-target TREM2),,{'rank': 28},lin_0ea24a3e52,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank29,0,backbone_generation,genie3,Genie3,,"{'generator': 'Genie3', 'class': 'diffusion', 'root_backbone_id': 'bb_2ec0190c84'}",bb_2ec0190c84,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank29,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_2ec0190c84,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank29,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.804164, 'sc_DockQ': 0.896959}",bb_2ec0190c84,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank29,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.8041640985661876, 'sc_DockQ_ptxv2': 0.8969590477516123, 'selection_relaxation_step': None}",lin_a493e37290,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank29,4,selection,selected_for_order,Selected for synthesis (rank 29 in Opus 4.8 multi-target TREM2),,{'rank': 29},lin_a493e37290,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank30,0,backbone_generation,genie3,Genie3,,"{'generator': 'Genie3', 'class': 'diffusion', 'root_backbone_id': 'bb_25e21d0890'}",bb_25e21d0890,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank30,1,sequence_design,solublempnn,SolubleMPNN,,{},bb_25e21d0890,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank30,2,filter/refold,screen_refold,"In-loop refold screen (Protenix, 1 seed)",,"{'instrument': 'ptxv2', 'ipSAE': 0.656685, 'sc_DockQ': 0.911562}",bb_25e21d0890,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank30,3,filter/refold,final_ranking,"Final ranking gate (rank z-score across instruments, 5 seeds)",,"{'gate_instruments': None, 'ipSAE_ptxv2': 0.6566849053637677, 'sc_DockQ_ptxv2': 0.9115617543268572, 'selection_relaxation_step': None}",lin_68b8785859,,opus_4_8_multi
opus_4_8_multi_target_trem2_rank30,4,selection,selected_for_order,Selected for synthesis (rank 30 in Opus 4.8 multi-target TREM2),,{'rank': 30},lin_68b8785859,,opus_4_8_multi
